serve_type,spin_type,spin_intensity,serve_length,placement_zone,toss_height,contact_point,match_id,game_number,server_score,receiver_score,game_state,opponent_id,opponent_skill_level,opponent_style,side,return_type,return_quality,return_placement,rally_length,point_outcome,point_end_type,intended_setup,rally_type_achieved,chop_rally_outcome
no_spin_disguised,float/no-spin,1,half_long,elbow,low,body_center,2,3,4,9,trailing,5,advanced,defender,backhand_side,banana_flip,2,wide_FH,4,won,forced_error,force_pop_up,attack_rally,not_applicable
pendulum,backspin,2,long,middle_BH,high,low_table_level,2,3,5,9,trailing,5,advanced,defender,backhand_side,miss,0,not_applicable,1,won,forced_error,force_pop_up,direct_point,not_applicable
pendulum,backspin,3,short,wide_BH,low,extended_forehand,2,3,6,9,neutral,5,advanced,defender,backhand_side,pop_up,1,wide_FH,2,won,forced_error,direct_point,attack_rally,not_applicable
short_backspin,backspin,3,short,wide_FH,low,low_table_level,2,3,7,9,neutral,5,advanced,defender,backhand_side,push,1,wide_FH,21,lost,forced_error,direct_point,chop_rally,lost
short_backspin,backspin,2,short,wide_FH,low,hip_level_forehand,2,3,7,10,game_point,5,advanced,defender,backhand_side,push,2,short_middle,12,lost,forced_error,direct_point,chop_rally,lost
pendulum,sidespin-back,3,half_long,middle_BH,low,hip_level_forehand,3,1,0,0,neutral,8,competitive,blocker,forehand_side,flip,2,deep_FH,5,lost,forced_error,start_chop_rally,attack_rally,not_applicable
pendulum,sidespin-back,2,half_long,middle_BH,low,hip_level_forehand,3,1,0,1,neutral,8,competitive,blocker,forehand_side,loop,3,short_FH,8,lost,unforced_error,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,1,short,wide_FH,low,hip_level_forehand,3,1,0,2,neutral,8,competitive,blocker,forehand_side,pop_up,2,wide_FH,8,won,chop_rally_won,force_pop_up,attack_rally,not_applicable
pendulum,sidespin-back,3,long,wide_FH,high,low_table_level,3,1,1,2,neutral,8,competitive,blocker,forehand_side,loop,2,deep_BH,5,lost,forced_error,force_pop_up,attack_rally,not_applicable
pendulum,backspin,3,long,middle_FH,low,low_table_level,3,1,1,3,neutral,8,competitive,blocker,forehand_side,loop,3,deep_FH,3,lost,forced_error,direct_point,attack_rally,not_applicable
backhand,backspin,3,half_long,elbow,medium,hip_level_backhand,3,1,1,4,neutral,8,competitive,blocker,forehand_side,push,2,wide_FH,4,won,winner,force_pop_up,mixed,not_applicable
backhand,backspin,2,long,middle_BH,low,hip_level_backhand,3,1,2,4,neutral,8,competitive,blocker,forehand_side,banana_flip,3,deep_BH,8,lost,unforced_error,force_weak_push,attack_rally,not_applicable
tomahawk,sidespin-top,1,long,wide_FH,low,high_forehand,3,1,2,5,neutral,8,competitive,blocker,forehand_side,flip,3,short_FH,6,lost,unforced_error,direct_point,attack_rally,not_applicable
short_backspin,backspin,2,short,middle_BH,low,low_table_level,3,1,2,6,trailing,8,competitive,blocker,forehand_side,push,2,wide_FH,19,won,forced_error,force_weak_push,chop_rally,won
short_backspin,backspin,3,short,middle_FH,low,hip_level_forehand,3,1,3,6,neutral,8,competitive,blocker,forehand_side,push,2,wide_BH,21,lost,unforced_error,start_chop_rally,chop_rally,lost
short_backspin,backspin,3,short,middle_FH,low,hip_level_forehand,3,1,3,7,trailing,8,competitive,blocker,forehand_side,net,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
tomahawk,sidespin-top,1,short,elbow,high,high_forehand,3,1,4,7,neutral,8,competitive,blocker,forehand_side,flip,3,deep_BH,5,lost,forced_error,force_pop_up,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,long,wide_BH,low,hip_level_forehand,3,1,4,8,trailing,8,competitive,blocker,forehand_side,flip,3,wide_BH,4,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,short,elbow,low,hip_level_forehand,3,1,4,9,trailing,8,competitive,blocker,forehand_side,pop_up,2,short_middle,3,lost,forced_error,direct_point,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,short,middle_BH,medium,low_table_level,3,1,4,10,game_point,8,competitive,blocker,forehand_side,flip,3,wide_BH,6,lost,forced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,2,short,wide_BH,medium,hip_level_forehand,3,2,0,0,neutral,8,competitive,blocker,forehand_side,push,2,wide_FH,10,won,forced_error,force_weak_push,chop_rally,won
pendulum,backspin,2,short,wide_FH,low,hip_level_forehand,3,2,1,0,neutral,8,competitive,blocker,forehand_side,push,3,wide_FH,21,lost,forced_error,force_weak_push,chop_rally,lost
pendulum,backspin,3,long,middle_BH,medium,hip_level_forehand,3,2,1,1,neutral,8,competitive,blocker,forehand_side,push,2,deep_BH,2,won,chop_rally_won,force_pop_up,mixed,not_applicable
short_backspin,backspin,3,half_long,wide_FH,low,body_center,3,2,2,1,neutral,8,competitive,blocker,forehand_side,push,2,short_FH,19,lost,forced_error,force_weak_push,chop_rally,lost
pendulum,backspin,3,short,elbow,low,low_table_level,3,2,2,2,neutral,8,competitive,blocker,forehand_side,push,2,deep_BH,4,lost,forced_error,force_weak_push,mixed,not_applicable
pendulum,sidespin-back,3,long,elbow,medium,hip_level_forehand,3,2,2,3,neutral,8,competitive,blocker,forehand_side,banana_flip,3,deep_FH,8,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
backhand,backspin,2,long,middle_FH,low,hip_level_backhand,3,2,2,4,neutral,8,competitive,blocker,forehand_side,push,2,short_FH,7,lost,unforced_error,force_weak_push,chop_rally,lost
tomahawk,sidespin-top,1,short,wide_BH,high,high_forehand,3,2,2,5,neutral,8,competitive,blocker,forehand_side,pop_up,2,deep_FH,2,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
tomahawk,sidespin-top,2,half_long,middle_FH,medium,hip_level_forehand,3,2,2,6,trailing,8,competitive,blocker,forehand_side,push,3,wide_BH,5,lost,forced_error,force_weak_push,mixed,not_applicable
backhand,sidespin-back,1,short,middle_FH,low,hip_level_backhand,3,2,2,7,trailing,8,competitive,blocker,forehand_side,push,3,short_FH,10,lost,unforced_error,start_chop_rally,chop_rally,lost
reverse_pendulum,sidespin-top,2,long,wide_BH,medium,hip_level_forehand,3,2,2,8,trailing,8,competitive,blocker,forehand_side,banana_flip,3,wide_BH,2,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
tomahawk,sidespin-top,2,short,middle_BH,high,extended_forehand,3,2,2,9,trailing,8,competitive,blocker,forehand_side,flip,2,short_FH,5,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
tomahawk,sidespin-back,2,half_long,elbow,high,extended_forehand,3,2,2,10,game_point,8,competitive,blocker,forehand_side,push,3,short_middle,3,lost,chop_rally_lost,force_pop_up,mixed,not_applicable
tomahawk,sidespin-top,3,long,middle_FH,high,high_forehand,3,3,0,0,neutral,8,competitive,blocker,forehand_side,loop,3,short_middle,8,won,chop_rally_won,force_pop_up,attack_rally,not_applicable
backhand,float/no-spin,1,half_long,elbow,low,hip_level_backhand,3,3,1,0,neutral,8,competitive,blocker,forehand_side,pop_up,1,deep_FH,2,won,winner,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-back,1,long,wide_FH,medium,body_center,3,3,2,0,neutral,8,competitive,blocker,forehand_side,flip,3,short_middle,3,lost,forced_error,force_pop_up,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,long,wide_FH,medium,body_center,3,3,2,1,neutral,8,competitive,blocker,forehand_side,loop,3,wide_FH,6,lost,forced_error,direct_point,attack_rally,not_applicable
reverse_pendulum,sidespin-back,1,long,wide_FH,medium,hip_level_forehand,3,3,2,2,neutral,8,competitive,blocker,forehand_side,banana_flip,3,short_middle,2,won,chop_rally_won,force_weak_push,attack_rally,not_applicable
pendulum,backspin,2,long,wide_BH,low,low_table_level,3,3,3,2,neutral,8,competitive,blocker,forehand_side,banana_flip,3,wide_FH,2,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
pendulum,backspin,2,short,middle_FH,low,hip_level_forehand,3,3,3,3,neutral,8,competitive,blocker,forehand_side,push,2,short_FH,7,lost,forced_error,force_weak_push,chop_rally,lost
backhand,backspin,1,short,wide_BH,low,body_center,3,3,3,4,neutral,8,competitive,blocker,forehand_side,flip,3,deep_FH,6,lost,forced_error,start_chop_rally,attack_rally,not_applicable
backhand,float/no-spin,2,short,elbow,low,hip_level_backhand,3,3,3,5,neutral,8,competitive,blocker,forehand_side,banana_flip,3,wide_BH,8,lost,forced_error,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-back,3,long,elbow,high,extended_forehand,3,3,3,6,neutral,8,competitive,blocker,forehand_side,push,3,short_middle,7,lost,unforced_error,direct_point,mixed,not_applicable
reverse_pendulum,sidespin-back,3,short,wide_FH,high,hip_level_forehand,3,3,3,7,trailing,8,competitive,blocker,forehand_side,push,2,short_FH,19,lost,forced_error,direct_point,chop_rally,lost
no_spin_disguised,float/no-spin,1,short,wide_FH,medium,body_center,3,3,3,8,trailing,8,competitive,blocker,forehand_side,flip,3,deep_FH,6,won,forced_error,direct_point,attack_rally,not_applicable
short_backspin,backspin,3,half_long,elbow,medium,hip_level_forehand,3,3,4,8,trailing,8,competitive,blocker,forehand_side,push,2,deep_FH,13,lost,chop_rally_lost,start_chop_rally,chop_rally,lost
pendulum,backspin,3,half_long,elbow,medium,hip_level_forehand,3,3,4,9,trailing,8,competitive,blocker,forehand_side,flip,2,deep_BH,7,lost,unforced_error,force_pop_up,attack_rally,not_applicable
pendulum,backspin,2,long,wide_FH,low,hip_level_forehand,3,3,4,10,game_point,8,competitive,blocker,forehand_side,banana_flip,3,deep_FH,7,lost,unforced_error,force_weak_push,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,long,elbow,medium,hip_level_forehand,3,4,0,0,neutral,8,competitive,blocker,forehand_side,banana_flip,3,short_middle,2,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
pendulum,sidespin-back,3,long,elbow,low,low_table_level,3,4,0,1,neutral,8,competitive,blocker,forehand_side,push,2,short_FH,5,won,chop_rally_won,start_chop_rally,chop_rally,won
pendulum,backspin,1,half_long,wide_BH,low,low_table_level,3,4,1,1,neutral,8,competitive,blocker,forehand_side,pop_up,2,deep_FH,7,won,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,3,short,wide_FH,medium,low_table_level,3,4,2,1,neutral,8,competitive,blocker,forehand_side,push,3,wide_FH,10,lost,forced_error,force_weak_push,chop_rally,lost
pendulum,backspin,2,half_long,wide_BH,low,low_table_level,3,4,2,2,neutral,8,competitive,blocker,forehand_side,flip,3,short_middle,8,lost,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,3,short,wide_FH,low,low_table_level,3,4,2,3,neutral,8,competitive,blocker,forehand_side,net,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
short_backspin,backspin,3,half_long,middle_BH,low,hip_level_forehand,3,4,3,3,neutral,8,competitive,blocker,forehand_side,push,2,short_FH,17,won,chop_rally_won,direct_point,chop_rally,won
short_backspin,backspin,2,short,middle_BH,low,low_table_level,3,4,4,3,neutral,8,competitive,blocker,forehand_side,push,3,short_middle,20,lost,unforced_error,direct_point,chop_rally,lost
no_spin_disguised,float/no-spin,1,short,wide_FH,medium,low_table_level,3,4,4,4,neutral,8,competitive,blocker,forehand_side,push,3,deep_FH,5,lost,chop_rally_lost,force_pop_up,mixed,not_applicable
pendulum,backspin,2,short,wide_BH,medium,extended_forehand,3,4,4,5,neutral,8,competitive,blocker,forehand_side,miss,0,not_applicable,1,won,forced_error,force_pop_up,direct_point,not_applicable
pendulum,backspin,2,short,middle_FH,medium,hip_level_forehand,3,4,5,5,neutral,8,competitive,blocker,forehand_side,push,3,deep_FH,8,lost,forced_error,force_weak_push,chop_rally,lost
pendulum,backspin,3,short,elbow,medium,low_table_level,3,4,5,6,neutral,8,competitive,blocker,forehand_side,push,2,wide_BH,7,lost,chop_rally_lost,force_pop_up,mixed,not_applicable
tomahawk,sidespin-top,3,long,elbow,high,high_forehand,3,4,5,7,neutral,8,competitive,blocker,forehand_side,push,3,deep_BH,8,lost,forced_error,force_pop_up,chop_rally,lost
no_spin_disguised,float/no-spin,1,short,elbow,low,low_table_level,3,4,5,8,neutral,8,competitive,blocker,forehand_side,flip,3,wide_BH,6,lost,chop_rally_lost,force_pop_up,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,short,middle_BH,low,low_table_level,3,4,5,9,trailing,8,competitive,blocker,forehand_side,flip,3,deep_BH,4,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
no_spin_disguised,backspin,1,half_long,wide_BH,low,low_table_level,3,4,5,10,game_point,8,competitive,blocker,forehand_side,flip,3,wide_BH,2,lost,chop_rally_lost,force_pop_up,attack_rally,not_applicable
pendulum,backspin,1,half_long,middle_FH,high,hip_level_forehand,3,5,0,0,neutral,8,competitive,blocker,forehand_side,banana_flip,3,short_middle,5,lost,unforced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,short,middle_BH,low,hip_level_forehand,3,5,0,1,neutral,8,competitive,blocker,forehand_side,push,2,deep_FH,5,lost,forced_error,force_weak_push,chop_rally,lost
short_backspin,backspin,2,short,wide_FH,medium,hip_level_forehand,3,5,0,2,neutral,8,competitive,blocker,forehand_side,push,2,deep_FH,11,lost,forced_error,direct_point,chop_rally,lost
pendulum,sidespin-back,3,long,middle_BH,low,extended_forehand,3,5,0,3,neutral,8,competitive,blocker,forehand_side,loop,3,short_middle,7,lost,chop_rally_lost,force_pop_up,attack_rally,not_applicable
pendulum,sidespin-back,2,short,middle_BH,high,hip_level_forehand,3,5,0,4,trailing,8,competitive,blocker,forehand_side,pop_up,2,short_middle,7,lost,unforced_error,force_pop_up,attack_rally,not_applicable
reverse_pendulum,sidespin-top,2,half_long,wide_FH,low,extended_forehand,3,5,0,5,trailing,8,competitive,blocker,forehand_side,flip,2,wide_FH,6,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
tomahawk,sidespin-top,3,short,middle_BH,high,hip_level_forehand,3,5,0,6,trailing,8,competitive,blocker,forehand_side,flip,2,wide_FH,6,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
pendulum,backspin,1,short,middle_FH,low,low_table_level,3,5,0,7,trailing,8,competitive,blocker,forehand_side,push,3,wide_FH,13,won,winner,force_weak_push,chop_rally,won
tomahawk,sidespin-top,3,half_long,wide_BH,high,high_forehand,3,5,1,7,trailing,8,competitive,blocker,forehand_side,loop,3,short_middle,3,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
tomahawk,sidespin-back,2,long,middle_BH,high,extended_forehand,3,5,1,8,trailing,8,competitive,blocker,forehand_side,flip,3,wide_BH,5,lost,forced_error,force_pop_up,attack_rally,not_applicable
tomahawk,sidespin-top,1,long,middle_BH,medium,high_forehand,3,5,1,9,trailing,8,competitive,blocker,forehand_side,flip,3,short_middle,7,lost,chop_rally_lost,force_pop_up,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,half_long,elbow,low,low_table_level,3,5,1,10,game_point,8,competitive,blocker,forehand_side,push,3,deep_FH,2,lost,forced_error,direct_point,mixed,not_applicable
tomahawk,sidespin-top,1,short,elbow,medium,high_forehand,4,1,0,0,neutral,3,intermediate,allround,backhand_side,push,2,short_FH,12,won,forced_error,direct_point,chop_rally,won
tomahawk,sidespin-top,1,long,wide_FH,medium,high_forehand,4,1,1,0,neutral,3,intermediate,allround,backhand_side,loop,2,wide_FH,8,won,chop_rally_won,start_chop_rally,attack_rally,not_applicable
tomahawk,sidespin-back,2,half_long,wide_BH,high,high_forehand,4,1,2,0,neutral,3,intermediate,allround,backhand_side,banana_flip,3,wide_FH,4,won,chop_rally_won,force_pop_up,attack_rally,not_applicable
short_backspin,backspin,3,half_long,middle_FH,low,low_table_level,4,1,3,0,neutral,3,intermediate,allround,backhand_side,push,1,wide_FH,7,lost,unforced_error,direct_point,chop_rally,lost
short_backspin,backspin,3,short,elbow,low,hip_level_forehand,4,1,3,1,neutral,3,intermediate,allround,backhand_side,flip,2,deep_BH,7,lost,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,long,wide_FH,low,hip_level_forehand,4,1,3,2,neutral,3,intermediate,allround,backhand_side,loop,3,short_middle,6,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
pendulum,sidespin-back,3,short,middle_FH,high,low_table_level,4,1,3,3,neutral,3,intermediate,allround,backhand_side,push,1,wide_FH,21,won,forced_error,force_weak_push,chop_rally,won
reverse_pendulum,sidespin-back,2,short,wide_FH,medium,hip_level_forehand,4,1,4,3,neutral,3,intermediate,allround,backhand_side,flip,2,short_middle,3,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,2,short,wide_FH,low,low_table_level,4,1,4,4,neutral,3,intermediate,allround,backhand_side,push,1,deep_BH,20,lost,chop_rally_lost,start_chop_rally,chop_rally,lost
tomahawk,sidespin-top,2,half_long,middle_BH,high,high_forehand,4,1,4,5,neutral,3,intermediate,allround,backhand_side,flip,1,short_FH,2,lost,forced_error,direct_point,attack_rally,not_applicable
tomahawk,sidespin-top,3,half_long,middle_BH,high,extended_forehand,4,1,4,6,neutral,3,intermediate,allround,backhand_side,pop_up,1,short_FH,3,won,winner,force_pop_up,attack_rally,not_applicable
backhand,float/no-spin,1,short,wide_BH,low,hip_level_backhand,4,1,5,6,neutral,3,intermediate,allround,backhand_side,flip,2,short_middle,4,won,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,short,wide_BH,low,low_table_level,4,1,6,6,neutral,3,intermediate,allround,backhand_side,push,2,short_middle,8,lost,chop_rally_lost,start_chop_rally,chop_rally,lost
short_backspin,backspin,3,short,wide_FH,low,hip_level_forehand,4,1,6,7,neutral,3,intermediate,allround,backhand_side,push,2,deep_FH,4,lost,forced_error,force_weak_push,mixed,not_applicable
tomahawk,sidespin-top,1,long,wide_BH,medium,high_forehand,4,1,6,8,neutral,3,intermediate,allround,backhand_side,loop,2,short_FH,8,won,chop_rally_won,force_weak_push,attack_rally,not_applicable
pendulum,backspin,1,half_long,middle_FH,medium,low_table_level,4,1,7,8,neutral,3,intermediate,allround,backhand_side,flip,3,short_middle,3,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,short,wide_FH,low,low_table_level,4,1,7,9,neutral,3,intermediate,allround,backhand_side,push,2,deep_FH,6,lost,forced_error,start_chop_rally,mixed,not_applicable
pendulum,backspin,3,short,middle_BH,low,low_table_level,4,1,7,10,game_point,3,intermediate,allround,backhand_side,pop_up,1,deep_BH,4,won,winner,start_chop_rally,attack_rally,not_applicable
pendulum,sidespin-back,2,half_long,elbow,low,hip_level_forehand,4,1,8,10,game_point,3,intermediate,allround,backhand_side,banana_flip,2,short_middle,5,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
pendulum,backspin,3,half_long,middle_BH,medium,hip_level_forehand,4,2,0,0,neutral,3,intermediate,allround,backhand_side,push,2,wide_BH,21,won,chop_rally_won,force_weak_push,chop_rally,won
backhand,float/no-spin,2,short,middle_FH,low,body_center,4,2,1,0,neutral,3,intermediate,allround,backhand_side,push,1,short_FH,6,won,chop_rally_won,start_chop_rally,chop_rally,won
no_spin_disguised,float/no-spin,1,half_long,wide_FH,low,low_table_level,4,2,2,0,neutral,3,intermediate,allround,backhand_side,loop,3,wide_FH,6,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
pendulum,backspin,2,short,middle_FH,low,extended_forehand,4,2,2,1,neutral,3,intermediate,allround,backhand_side,push,2,deep_FH,3,won,chop_rally_won,start_chop_rally,mixed,not_applicable
pendulum,backspin,1,short,middle_BH,medium,low_table_level,4,2,3,1,neutral,3,intermediate,allround,backhand_side,flip,2,wide_FH,3,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,short,wide_FH,low,low_table_level,4,2,3,2,neutral,3,intermediate,allround,backhand_side,flip,2,deep_FH,7,lost,unforced_error,direct_point,attack_rally,not_applicable
reverse_pendulum,sidespin-top,2,half_long,middle_BH,medium,body_center,4,2,3,3,neutral,3,intermediate,allround,backhand_side,push,2,short_FH,10,lost,unforced_error,direct_point,chop_rally,lost
pendulum,backspin,2,short,wide_BH,low,hip_level_forehand,4,2,3,4,neutral,3,intermediate,allround,backhand_side,push,2,wide_FH,20,lost,chop_rally_lost,force_weak_push,chop_rally,lost
pendulum,sidespin-back,2,long,wide_BH,medium,hip_level_forehand,4,2,3,5,neutral,3,intermediate,allround,backhand_side,flip,2,wide_FH,2,won,chop_rally_won,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,2,short,wide_FH,low,low_table_level,4,2,4,5,neutral,3,intermediate,allround,backhand_side,push,1,wide_BH,8,lost,chop_rally_lost,start_chop_rally,chop_rally,lost
no_spin_disguised,float/no-spin,1,half_long,elbow,medium,body_center,4,2,4,6,neutral,3,intermediate,allround,backhand_side,flip,2,wide_FH,6,won,forced_error,force_pop_up,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,half_long,elbow,low,low_table_level,4,2,5,6,neutral,3,intermediate,allround,backhand_side,banana_flip,3,wide_FH,5,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
tomahawk,sidespin-back,1,long,wide_BH,medium,high_forehand,4,2,5,7,neutral,3,intermediate,allround,backhand_side,push,2,wide_BH,6,won,forced_error,force_weak_push,chop_rally,won
short_backspin,backspin,2,short,wide_FH,medium,low_table_level,4,2,6,7,neutral,3,intermediate,allround,backhand_side,push,2,deep_FH,8,lost,chop_rally_lost,force_weak_push,chop_rally,lost
backhand,float/no-spin,1,long,middle_FH,low,hip_level_backhand,4,2,6,8,neutral,3,intermediate,allround,backhand_side,loop,3,deep_FH,8,lost,forced_error,start_chop_rally,attack_rally,not_applicable
backhand,sidespin-back,1,short,middle_BH,low,body_center,4,2,6,9,neutral,3,intermediate,allround,backhand_side,pop_up,1,wide_FH,4,won,winner,force_weak_push,attack_rally,not_applicable
backhand,float/no-spin,1,half_long,middle_BH,low,body_center,4,2,7,9,neutral,3,intermediate,allround,backhand_side,flip,3,short_FH,6,lost,forced_error,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,2,short,wide_BH,medium,low_table_level,4,2,7,10,game_point,3,intermediate,allround,backhand_side,push,2,short_middle,10,won,chop_rally_won,force_weak_push,chop_rally,won
short_backspin,backspin,3,short,elbow,low,hip_level_forehand,4,2,8,10,game_point,3,intermediate,allround,backhand_side,push,1,deep_FH,6,won,forced_error,force_pop_up,mixed,not_applicable
no_spin_disguised,float/no-spin,1,half_long,middle_BH,low,low_table_level,4,2,9,10,game_point,3,intermediate,allround,backhand_side,pop_up,1,short_FH,4,won,forced_error,force_pop_up,attack_rally,not_applicable
pendulum,backspin,2,short,middle_FH,low,hip_level_forehand,4,2,10,10,deuce,3,intermediate,allround,backhand_side,banana_flip,2,deep_BH,2,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
pendulum,backspin,2,short,wide_BH,low,hip_level_forehand,4,2,10,11,deuce,3,intermediate,allround,backhand_side,miss,0,not_applicable,1,won,forced_error,direct_point,direct_point,not_applicable
short_backspin,float/no-spin,1,short,middle_FH,low,low_table_level,4,2,11,11,deuce,3,intermediate,allround,backhand_side,loop,3,wide_FH,4,won,winner,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-top,2,long,middle_BH,medium,body_center,4,2,12,11,deuce,3,intermediate,allround,backhand_side,push,2,short_FH,8,lost,chop_rally_lost,direct_point,mixed,not_applicable
reverse_pendulum,sidespin-back,2,long,middle_BH,low,extended_forehand,4,2,12,12,deuce,3,intermediate,allround,backhand_side,loop,2,deep_BH,7,won,chop_rally_won,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,3,short,wide_BH,medium,body_center,4,2,13,12,deuce,3,intermediate,allround,backhand_side,push,2,wide_BH,3,lost,forced_error,start_chop_rally,mixed,not_applicable
backhand,backspin,2,half_long,elbow,low,low_table_level,4,2,13,13,deuce,3,intermediate,allround,backhand_side,pop_up,1,deep_BH,3,won,winner,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,3,half_long,middle_BH,low,low_table_level,4,2,14,13,deuce,3,intermediate,allround,backhand_side,push,2,deep_FH,5,lost,chop_rally_lost,start_chop_rally,mixed,not_applicable
short_backspin,backspin,3,half_long,wide_FH,low,body_center,4,2,14,14,deuce,3,intermediate,allround,backhand_side,push,1,deep_FH,4,won,winner,force_weak_push,mixed,not_applicable
short_backspin,backspin,3,short,middle_FH,medium,hip_level_forehand,4,2,15,14,deuce,3,intermediate,allround,backhand_side,push,1,wide_BH,5,lost,forced_error,start_chop_rally,mixed,not_applicable
short_backspin,backspin,3,long,wide_BH,low,body_center,4,2,15,15,deuce,3,intermediate,allround,backhand_side,push,1,short_middle,14,won,forced_error,start_chop_rally,chop_rally,won
short_backspin,backspin,3,short,wide_BH,medium,low_table_level,4,2,16,15,deuce,3,intermediate,allround,backhand_side,miss,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
backhand,backspin,3,short,middle_FH,low,hip_level_backhand,4,3,0,0,neutral,3,intermediate,allround,backhand_side,miss,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
backhand,float/no-spin,1,long,middle_BH,medium,hip_level_backhand,4,3,1,0,neutral,3,intermediate,allround,backhand_side,banana_flip,2,deep_FH,4,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
reverse_pendulum,sidespin-back,3,short,wide_BH,low,body_center,4,3,1,1,neutral,3,intermediate,allround,backhand_side,net,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
reverse_pendulum,sidespin-back,2,half_long,wide_FH,high,extended_forehand,4,3,2,1,neutral,3,intermediate,allround,backhand_side,push,2,short_FH,5,lost,forced_error,force_pop_up,chop_rally,lost
short_backspin,backspin,2,short,middle_FH,high,hip_level_forehand,4,3,2,2,neutral,3,intermediate,allround,backhand_side,miss,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
short_backspin,backspin,3,half_long,wide_BH,low,low_table_level,4,3,3,2,neutral,3,intermediate,allround,backhand_side,push,1,deep_FH,9,won,chop_rally_won,start_chop_rally,chop_rally,won
pendulum,sidespin-back,1,long,middle_BH,low,hip_level_forehand,4,3,4,2,neutral,3,intermediate,allround,backhand_side,loop,3,wide_BH,8,lost,forced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,2,short,wide_BH,low,hip_level_forehand,4,3,4,3,neutral,3,intermediate,allround,backhand_side,push,2,short_middle,9,lost,chop_rally_lost,force_weak_push,chop_rally,lost
pendulum,backspin,1,short,elbow,medium,hip_level_forehand,4,3,4,4,neutral,3,intermediate,allround,backhand_side,push,2,deep_BH,19,won,forced_error,force_weak_push,chop_rally,won
pendulum,backspin,1,short,wide_FH,low,hip_level_forehand,4,3,5,4,neutral,3,intermediate,allround,backhand_side,miss,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
reverse_pendulum,sidespin-back,1,long,middle_BH,low,hip_level_forehand,4,3,6,4,neutral,3,intermediate,allround,backhand_side,loop,3,wide_BH,2,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
reverse_pendulum,sidespin-top,2,short,middle_BH,low,extended_forehand,4,3,6,5,neutral,3,intermediate,allround,backhand_side,banana_flip,3,wide_FH,6,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
backhand,float/no-spin,2,long,elbow,low,body_center,4,3,6,6,neutral,3,intermediate,allround,backhand_side,loop,3,deep_BH,6,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
